LOC,CyclomaticComplexity,Methods,Classes,CBO,LCOM,DIT,RFC,NOC,WMC,CommentRatio,MaintainabilityIndex,Quality
211,11,37,2,2,95,5,146,7,2,0.48,83,Good
1061,47,9,16,15,65,2,108,0,79,0.1,6,Poor
890,45,35,12,7,94,1,160,7,22,0.34,39,Poor
480,12,5,12,4,65,6,18,6,64,0.19,62,Average
251,22,59,8,17,98,2,79,4,62,0.15,26,Poor
24,48,41,19,12,27,5,169,8,5,0.47,57,Average
1019,4,23,1,19,58,6,81,5,14,0.0,53,Average
843,23,1,4,13,62,4,26,8,66,0.45,54,Average
273,32,1,5,8,28,8,106,5,39,0.18,51,Average
1118,18,7,15,14,20,3,95,6,1,0.18,67,Average
246,13,19,2,4,50,7,195,5,5,0.08,71,Average
1001,43,18,4,13,62,8,179,2,42,0.38,37,Poor
1047,47,60,13,4,14,2,10,2,20,0.17,47,Poor
504,4,44,11,13,76,1,116,7,38,0.14,55,Average
898,16,40,5,16,23,4,76,1,34,0.5,71,Average
898,13,31,4,16,78,3,53,9,81,0.32,44,Poor
266,9,26,2,8,24,3,114,0,79,0.1,59,Average
798,27,34,10,20,29,4,91,6,62,0.03,34,Poor
125,20,8,9,11,35,6,187,6,32,0.16,55,Average
392,3,1,2,10,27,5,125,4,78,0.05,61,Average
536,32,24,11,9,14,2,176,0,88,0.28,47,Poor
698,24,48,12,18,67,6,65,10,36,0.11,38,Poor
198,7,9,20,3,5,4,54,7,13,0.04,90,Good
722,20,47,16,6,68,3,16,2,25,0.21,60,Average
1167,23,58,12,14,80,2,116,1,62,0.21,41,Poor
64,11,39,9,4,37,1,149,0,89,0.1,63,Average
1033,44,35,17,2,21,8,197,8,50,0.28,54,Average
840,39,18,7,5,0,3,151,3,76,0.35,60,Average
952,33,46,17,8,38,4,80,4,71,0.06,37,Poor
113,35,16,10,1,81,3,76,2,35,0.44,52,Average
529,14,35,4,0,83,6,166,9,48,0.16,66,Average
560,47,9,14,19,37,6,19,10,2,0.41,39,Poor
592,12,17,1,17,84,2,189,6,84,0.13,41,Poor
1148,14,53,15,7,41,5,57,9,81,0.4,69,Average
338,29,15,14,11,18,8,28,7,24,0.23,57,Average
406,37,32,6,20,36,1,84,2,23,0.41,50,Average
404,5,10,3,13,31,8,170,6,13,0.36,80,Good
44,39,7,13,12,2,2,8,10,6,0.07,47,Poor
568,10,41,20,0,1,2,143,5,91,0.04,71,Average
1003,49,37,15,5,39,6,127,2,32,0.03,33,Poor
1133,8,2,2,3,69,5,31,8,54,0.07,61,Average
69,15,28,13,4,45,5,62,10,50,0.34,70,Average
1027,11,8,8,3,36,6,24,9,43,0.06,67,Average
108,39,10,6,13,67,6,158,2,87,0.21,28,Poor
637,40,53,10,11,13,5,132,10,48,0.47,52,Average
24,10,50,5,10,18,7,119,7,9,0.06,76,Good
590,10,6,11,4,23,7,95,5,64,0.21,77,Good
702,9,52,8,12,53,8,142,8,64,0.27,60,Average
807,6,38,14,16,73,4,184,1,31,0.18,56,Average
55,24,36,16,4,14,1,94,5,100,0.41,65,Average
962,10,54,18,13,31,4,62,0,96,0.07,48,Poor
793,47,2,14,11,6,2,174,9,10,0.24,54,Average
343,2,10,12,4,10,4,24,0,73,0.42,94,Good
326,49,12,16,4,95,5,125,6,93,0.17,20,Poor
47,19,8,5,1,82,1,159,2,65,0.08,52,Average
887,44,57,15,17,91,5,151,8,40,0.35,24,Poor
341,18,6,17,12,16,4,107,9,8,0.11,65,Average
1165,39,54,3,14,61,6,172,10,52,0.41,35,Poor
131,24,42,14,6,34,2,31,1,47,0.3,65,Average
77,16,19,6,17,13,2,59,9,2,0.38,75,Good
404,36,13,2,7,34,2,150,9,6,0.28,62,Average
113,4,21,3,9,1,6,197,4,51,0.25,85,Good
820,47,23,5,3,42,7,194,8,13,0.25,47,Poor
68,38,51,13,15,75,1,79,2,20,0.34,34,Poor
211,46,15,7,20,18,3,133,8,94,0.3,26,Poor
719,29,51,5,10,37,6,164,6,6,0.45,74,Average
813,16,14,20,19,9,3,150,10,64,0.05,44,Poor
312,50,56,10,17,100,2,132,1,59,0.16,5,Poor
350,5,18,19,11,45,2,23,2,91,0.39,67,Average
989,17,49,15,20,17,2,150,7,6,0.18,61,Average
841,27,55,20,4,56,6,136,9,41,0.19,61,Average
866,33,29,9,1,79,1,194,3,90,0.41,42,Poor
336,7,19,13,5,72,7,23,3,50,0.44,82,Good
211,23,30,15,20,68,8,32,1,24,0.37,49,Poor
907,13,26,11,2,40,6,159,7,28,0.35,86,Good
254,18,30,2,17,19,8,42,10,28,0.16,54,Average
798,4,60,12,13,60,4,18,3,3,0.48,89,Good
886,18,17,6,2,18,2,75,6,11,0.15,82,Good
879,34,14,9,5,6,2,114,5,97,0.15,46,Poor
735,27,31,16,17,88,3,183,6,46,0.46,46,Poor
816,1,36,20,6,9,3,87,10,94,0.37,85,Good
49,10,58,15,4,63,6,34,10,53,0.13,60,Average
942,9,41,15,20,74,2,14,3,96,0.49,50,Average
1138,50,11,20,12,27,6,58,3,87,0.29,23,Poor
778,24,2,10,9,64,2,184,7,84,0.5,55,Average
860,23,23,18,13,66,6,34,2,59,0.21,40,Poor
1152,39,11,18,13,48,5,173,10,56,0.32,42,Poor
223,6,52,4,2,83,1,162,6,14,0.25,82,Good
1135,7,41,15,16,74,1,175,4,54,0.11,51,Average
1149,25,8,7,15,15,6,123,6,83,0.35,54,Average
35,24,51,8,16,36,5,173,4,40,0.42,60,Average
514,1,58,14,1,1,1,44,5,67,0.41,100,Good
670,22,11,19,13,30,7,54,9,83,0.2,43,Poor
898,9,41,13,5,51,6,137,2,56,0.12,63,Average
1052,8,41,19,12,97,5,146,2,42,0.1,45,Poor
72,28,1,19,4,3,2,151,6,4,0.37,80,Good
949,41,41,12,5,30,4,81,3,69,0.42,53,Average
553,43,4,9,2,18,1,168,9,14,0.06,58,Average
271,7,10,10,8,23,2,24,7,47,0.46,85,Good
820,7,32,1,13,9,8,165,1,27,0.34,85,Good
662,41,59,15,5,23,5,7,2,85,0.28,49,Poor
84,8,22,12,15,78,1,45,8,95,0.13,37,Poor
414,39,2,18,0,66,3,60,5,15,0.45,58,Average
690,9,15,3,4,34,5,128,3,12,0.17,86,Good
622,30,48,16,13,65,7,54,4,23,0.1,39,Poor
824,7,38,19,9,21,4,189,7,56,0.44,85,Good
576,21,40,4,19,49,7,56,9,46,0.19,49,Poor
151,29,11,2,16,32,7,80,9,83,0.48,52,Average
741,26,2,4,5,41,7,52,5,32,0.04,60,Average
781,24,10,11,3,1,6,181,0,92,0.16,64,Average
1182,21,58,8,17,8,7,77,9,28,0.26,59,Average
1168,18,46,20,2,73,7,179,6,41,0.41,69,Average
423,4,52,16,15,5,5,112,1,16,0.23,87,Good
689,38,25,8,18,2,5,9,10,74,0.49,50,Average
602,9,54,13,1,68,1,91,10,3,0.03,70,Average
870,47,20,9,10,96,6,107,1,72,0.39,24,Poor
116,26,20,15,15,82,2,100,9,14,0.01,30,Poor
41,9,7,11,13,28,3,27,3,93,0.45,68,Average
1120,1,60,2,8,100,1,33,0,39,0.04,58,Average
797,18,45,6,4,74,8,35,2,41,0.43,73,Average
866,41,29,4,16,67,4,152,7,85,0.25,19,Poor
679,50,47,16,7,11,5,80,1,46,0.28,43,Poor
441,45,5,3,15,7,4,8,10,28,0.23,44,Poor
404,32,7,11,6,75,6,199,4,91,0.23,33,Poor
1053,7,59,5,7,46,7,120,9,66,0.1,65,Average
404,5,18,14,5,87,5,152,10,14,0.07,63,Average
245,16,2,15,5,34,1,126,10,68,0.23,65,Average
262,36,6,12,13,27,3,106,8,56,0.25,39,Poor
923,18,24,4,1,83,7,192,6,25,0.15,63,Average
381,39,18,17,19,63,7,32,10,7,0.32,33,Poor
469,8,4,2,18,34,4,21,8,13,0.14,69,Average
848,26,26,4,7,93,5,131,3,22,0.39,56,Average
609,46,39,10,0,12,3,133,9,62,0.37,56,Average
368,21,44,3,5,23,6,121,2,2,0.33,83,Good
704,2,12,9,2,21,1,157,5,61,0.29,91,Good
526,31,8,2,0,72,5,63,8,65,0.08,41,Poor
212,7,20,11,14,62,6,144,4,85,0.24,54,Average
959,1,53,12,9,90,6,137,10,77,0.24,59,Average
1083,47,41,1,4,52,4,173,2,46,0.25,38,Poor
902,24,14,3,6,48,2,75,10,87,0.27,54,Average
1099,12,17,12,10,50,7,75,4,25,0.02,63,Average
723,40,8,14,14,72,6,78,1,2,0.25,43,Poor
321,30,44,5,16,37,3,82,7,37,0.03,37,Poor
51,30,3,7,9,75,2,18,7,40,0.0,35,Poor
21,4,17,5,11,36,3,27,4,19,0.5,88,Good
904,38,59,3,9,28,1,126,5,32,0.41,63,Average
811,28,26,4,8,38,5,49,9,56,0.34,58,Average
305,44,50,7,8,17,7,146,3,39,0.15,43,Poor
1180,41,30,18,5,48,7,29,2,68,0.22,40,Poor
1051,44,46,12,14,45,7,124,6,53,0.23,33,Poor
74,50,27,3,4,78,5,67,9,66,0.19,29,Poor
1132,37,57,10,1,96,7,37,6,86,0.0,27,Poor
962,4,6,2,8,83,2,90,9,13,0.41,83,Good
1006,45,22,2,3,94,1,184,3,67,0.07,23,Poor
299,15,58,5,9,80,5,189,0,63,0.31,53,Average
254,5,1,5,19,15,2,68,3,14,0.24,78,Good
928,26,4,4,9,51,8,52,3,70,0.13,48,Poor
919,43,40,4,13,18,1,52,2,96,0.33,32,Poor
1067,48,45,18,6,60,8,79,4,86,0.05,23,Poor
1029,24,43,9,12,49,2,123,6,55,0.07,42,Poor
956,8,37,13,0,74,5,13,10,84,0.45,79,Good
930,3,59,12,4,59,8,75,0,21,0.18,83,Good
451,23,58,17,12,65,2,49,10,20,0.18,55,Average
714,30,46,5,8,100,5,105,1,83,0.24,33,Poor
389,37,46,17,16,33,3,183,5,76,0.48,43,Poor
846,5,3,1,5,29,2,175,1,64,0.47,90,Good
682,49,15,8,3,22,7,198,6,9,0.03,45,Poor
254,3,55,3,14,97,6,160,10,4,0.46,73,Average
240,45,29,13,4,81,4,55,4,63,0.22,29,Poor
481,13,48,6,13,67,4,27,9,4,0.31,72,Average
217,14,3,5,0,46,7,150,8,10,0.17,85,Good
1101,32,13,7,18,60,6,96,9,72,0.43,33,Poor
918,28,41,13,2,72,2,37,8,39,0.05,50,Average
492,4,39,18,10,2,4,79,4,50,0.35,83,Good
343,19,5,18,18,30,5,107,9,8,0.27,59,Average
984,17,42,1,1,43,7,71,3,43,0.44,76,Good
305,14,36,11,1,30,8,23,9,79,0.35,71,Average
728,5,27,20,19,10,8,38,4,93,0.02,47,Poor
1037,33,15,12,13,61,5,63,0,8,0.01,36,Poor
1114,39,56,13,0,70,8,18,6,99,0.19,32,Poor
900,45,28,18,4,14,8,35,9,48,0.18,48,Poor
914,4,16,8,2,75,1,63,6,96,0.38,74,Average
1183,3,52,1,7,7,2,19,2,57,0.09,74,Average
663,23,39,8,9,16,7,127,10,16,0.33,70,Average
532,35,14,16,11,28,8,187,4,47,0.39,53,Average
520,34,58,9,10,89,2,18,5,53,0.35,42,Poor
1015,18,6,7,4,66,4,83,8,27,0.06,56,Average
93,16,45,15,20,97,8,34,0,64,0.42,40,Poor
589,38,25,10,2,7,5,161,6,64,0.01,50,Average
807,29,3,8,6,48,3,173,6,69,0.03,41,Poor
84,35,49,12,0,77,6,72,9,28,0.38,58,Average
908,28,51,2,3,70,7,189,10,37,0.43,66,Average
969,28,37,19,16,33,3,102,7,96,0.5,46,Poor
290,1,18,9,2,31,5,91,9,51,0.02,78,Good
760,18,43,9,20,98,1,36,4,73,0.33,32,Poor
386,29,30,1,14,1,8,14,5,62,0.32,60,Average
466,27,4,19,2,35,6,21,7,24,0.13,63,Average
551,32,9,8,20,22,3,163,10,7,0.12,50,Average
98,12,44,17,14,74,6,15,8,92,0.11,38,Poor
547,2,44,12,17,91,1,158,3,45,0.05,51,Average
928,8,33,3,7,26,6,151,5,88,0.21,73,Average
893,19,10,1,10,77,6,90,6,84,0.19,41,Poor
83,11,24,2,9,19,1,32,9,28,0.4,87,Good
1060,38,46,12,6,48,1,173,2,49,0.38,57,Average
180,5,60,8,18,64,7,142,1,68,0.4,64,Average
987,43,34,17,14,40,5,54,9,38,0.46,45,Poor
517,50,24,8,14,40,2,182,3,57,0.37,32,Poor
761,6,23,18,16,9,6,172,7,78,0.12,63,Average
490,37,53,5,17,31,7,177,9,86,0.07,23,Poor
607,22,21,4,2,52,7,134,2,74,0.25,58,Average
388,30,1,6,3,53,5,200,8,92,0.47,52,Average
278,3,54,14,0,88,3,23,2,66,0.43,80,Good
884,23,9,13,17,30,5,35,5,44,0.3,58,Average
240,47,3,3,11,57,7,166,7,95,0.42,27,Poor
997,45,9,6,18,65,2,43,0,76,0.3,23,Poor
948,25,21,15,5,65,5,29,3,39,0.25,52,Average
1175,34,58,17,18,65,7,78,5,50,0.16,24,Poor
313,3,53,7,13,66,5,152,9,41,0.05,58,Average
359,8,19,9,15,56,4,48,4,34,0.49,69,Average
494,43,18,5,3,26,3,12,9,6,0.48,72,Average
1121,13,1,16,0,47,4,77,9,55,0.37,83,Good
278,30,19,4,3,56,7,131,4,12,0.43,69,Average
258,23,52,3,7,93,2,88,2,65,0.17,43,Poor
1070,44,50,3,10,4,7,30,8,41,0.1,46,Poor
92,41,41,1,7,17,7,61,10,26,0.13,47,Poor
1012,12,47,16,9,16,4,167,1,67,0.43,76,Good
26,28,5,16,17,78,4,186,2,5,0.21,41,Poor
798,41,38,8,20,44,8,140,10,24,0.44,38,Poor
618,43,32,16,20,50,6,144,7,38,0.05,15,Poor
608,27,29,11,7,84,7,34,2,60,0.48,58,Average
252,23,45,13,4,99,8,130,9,53,0.34,47,Poor
615,18,33,7,13,7,6,71,10,41,0.21,68,Average
890,26,17,2,8,62,4,91,10,6,0.15,57,Average
473,37,57,6,17,26,2,162,9,43,0.06,36,Poor
60,47,2,13,2,99,6,95,8,9,0.33,44,Poor
451,24,35,7,5,68,7,188,3,38,0.4,63,Average
698,27,14,18,7,1,1,10,8,14,0.25,76,Good
106,11,19,10,0,29,4,13,4,96,0.06,67,Average
840,9,53,9,2,9,2,134,6,3,0.01,90,Good
330,7,48,19,12,24,5,87,6,66,0.37,73,Average
581,30,13,4,8,83,8,101,4,55,0.05,34,Poor
1168,18,31,10,17,64,4,102,0,64,0.36,49,Poor
1139,46,7,15,7,73,1,106,3,58,0.18,31,Poor
243,42,20,11,4,80,2,29,8,22,0.1,39,Poor
531,6,10,13,19,60,4,20,7,33,0.21,58,Average
328,3,21,19,19,52,1,73,3,97,0.28,55,Average
1137,32,21,8,10,59,8,136,8,95,0.5,41,Poor
235,28,45,3,12,16,1,46,8,96,0.06,37,Poor
916,8,3,14,15,21,8,40,8,54,0.2,65,Average
260,28,19,9,16,41,6,149,10,22,0.07,46,Poor
438,40,46,12,16,77,5,125,7,27,0.47,35,Poor
356,34,46,16,0,40,7,50,2,61,0.03,43,Poor
658,45,13,7,3,68,8,89,1,8,0.31,53,Average
340,5,23,18,7,44,1,54,4,37,0.41,86,Good
646,24,40,13,8,71,4,24,9,20,0.05,47,Poor
593,12,17,19,3,16,7,89,9,99,0.43,83,Good
587,48,56,20,15,26,3,5,3,28,0.05,32,Poor
320,10,11,16,0,41,2,18,2,66,0.4,84,Good
986,21,20,17,3,30,7,101,6,91,0.24,60,Average
1089,21,34,3,19,27,3,167,4,92,0.07,36,Poor
1167,29,32,9,3,71,7,171,5,23,0.01,48,Poor
974,50,43,12,13,27,4,102,5,23,0.47,41,Poor
421,29,24,17,6,0,5,89,1,48,0.46,78,Good
46,39,18,2,20,35,8,106,0,90,0.35,27,Poor
137,37,53,1,15,77,8,130,2,61,0.37,37,Poor
1137,7,3,12,0,78,3,185,2,17,0.04,68,Average
134,29,41,2,10,12,5,54,10,79,0.37,57,Average
668,46,11,19,11,66,1,175,6,54,0.42,39,Poor
145,5,13,17,4,93,5,26,2,57,0.02,60,Average
426,45,33,14,5,81,1,84,4,72,0.18,26,Poor
974,37,54,3,18,59,2,34,1,24,0.36,36,Poor
670,38,41,1,5,100,1,60,10,48,0.23,32,Poor
650,44,42,7,4,39,1,102,4,23,0.14,50,Average
666,27,15,7,8,25,3,80,4,90,0.22,46,Poor
1023,23,38,12,11,98,8,166,10,22,0.02,42,Poor
809,10,35,19,6,89,7,93,10,88,0.4,57,Average
720,45,33,18,8,11,4,71,3,60,0.13,36,Poor
1078,43,41,6,15,17,8,155,5,48,0.28,45,Poor
89,21,45,4,20,45,1,45,6,61,0.17,45,Poor
225,12,59,12,9,20,8,144,2,97,0.01,58,Average
954,38,37,14,12,60,4,69,5,77,0.17,32,Poor
841,20,3,8,16,13,7,114,4,74,0.2,47,Poor
355,33,11,10,19,89,4,150,2,17,0.33,30,Poor
205,20,51,5,11,58,7,47,7,1,0.33,65,Average
372,20,20,3,5,30,4,116,1,93,0.12,59,Average
1157,50,24,1,15,20,6,30,7,71,0.34,29,Poor
987,43,25,15,7,97,2,104,2,41,0.38,32,Poor
838,50,21,10,13,76,7,141,1,45,0.24,25,Poor
75,15,57,20,5,98,4,99,5,44,0.25,52,Average
835,5,42,8,4,63,4,16,3,39,0.22,75,Good
806,42,12,14,4,36,5,104,10,62,0.02,37,Poor
387,11,26,17,3,59,2,93,10,94,0.05,55,Average
45,11,21,5,18,64,7,180,7,2,0.24,66,Average
842,28,50,2,9,54,5,194,10,15,0.3,61,Average
1048,24,50,16,10,68,6,33,2,55,0.27,50,Average
183,10,1,11,18,33,4,136,9,94,0.44,60,Average
119,30,19,2,3,62,8,98,0,77,0.34,51,Average
891,22,44,10,0,69,5,50,4,46,0.21,64,Average
684,20,41,2,19,14,6,192,0,69,0.37,54,Average
378,6,35,4,4,93,3,167,7,56,0.45,73,Average
958,45,40,8,16,72,8,15,1,42,0.19,18,Poor
227,25,33,3,10,81,5,113,6,3,0.09,47,Poor
182,28,8,7,18,33,5,162,8,70,0.43,46,Poor
120,24,37,16,6,97,7,75,2,36,0.25,44,Poor
836,12,44,10,8,0,7,58,0,54,0.33,81,Good
566,30,39,11,3,28,4,9,5,29,0.03,56,Average
963,38,27,20,10,69,7,126,8,2,0.17,42,Poor
729,29,10,15,15,26,3,177,6,33,0.2,55,Average
1190,6,41,16,17,44,2,58,8,48,0.15,59,Average
944,44,30,1,4,79,3,164,5,73,0.22,25,Poor
601,36,48,16,7,48,3,101,9,16,0.05,44,Poor
452,8,37,10,5,20,7,145,6,46,0.38,88,Good
591,21,50,12,20,13,6,133,8,69,0.2,49,Poor
1033,49,30,10,14,20,3,107,4,1,0.27,44,Poor
970,42,12,4,12,74,7,112,6,25,0.32,41,Poor
479,9,40,20,16,10,7,10,5,79,0.12,63,Average
986,44,6,12,0,95,7,146,8,25,0.43,45,Poor
957,24,47,8,5,60,4,87,2,38,0.03,46,Poor
443,37,30,15,7,87,8,66,2,60,0.25,30,Poor
698,11,16,15,2,0,1,179,10,53,0.43,96,Good
809,5,51,14,8,91,2,188,9,83,0.49,61,Average
918,31,53,2,9,50,1,98,6,92,0.46,53,Average
921,28,51,4,3,18,5,199,9,97,0.4,60,Average
770,27,43,11,4,31,8,58,4,13,0.17,63,Average
958,46,32,8,8,43,5,181,7,43,0.39,44,Poor
1183,18,39,2,4,18,5,11,3,48,0.28,75,Good
648,46,11,19,20,39,8,187,7,87,0.15,10,Poor
320,39,19,13,8,81,4,12,3,75,0.15,30,Poor
44,17,24,17,16,51,8,163,2,45,0.32,60,Average
1046,21,34,12,12,62,3,139,7,23,0.24,57,Average
49,43,5,11,7,39,4,62,2,36,0.3,43,Poor
423,23,32,15,18,81,1,196,8,30,0.37,46,Poor
87,26,41,4,10,64,2,74,8,69,0.42,54,Average
182,4,29,19,16,31,4,70,2,89,0.47,68,Average
487,45,46,15,5,5,5,146,4,12,0.37,60,Average
291,34,20,2,6,29,4,154,9,62,0.23,54,Average
124,21,51,3,6,61,2,118,1,61,0.1,53,Average
460,39,32,10,18,1,7,33,7,100,0.32,39,Poor
954,1,17,14,19,34,8,166,2,43,0.25,72,Average
601,42,20,9,17,31,6,75,10,72,0.25,34,Poor
921,8,49,6,15,0,6,135,7,64,0.08,61,Average
904,44,20,4,14,43,3,54,1,98,0.12,17,Poor
1047,20,21,17,15,13,5,161,3,74,0.34,59,Average
340,13,50,13,5,20,3,88,8,61,0.33,79,Good
571,15,60,9,15,38,6,42,4,43,0.36,64,Average
941,20,28,19,12,97,7,6,6,8,0.48,60,Average
306,30,50,9,0,90,4,58,10,92,0.13,37,Poor
68,21,28,13,10,71,4,60,9,65,0.22,46,Poor
238,5,16,6,10,92,8,189,9,61,0.48,62,Average
818,45,59,16,7,35,7,20,1,8,0.32,52,Average
1121,24,29,10,3,60,3,196,1,42,0.49,72,Average
330,10,38,10,18,25,2,117,3,42,0.29,71,Average
553,36,34,10,0,17,2,184,5,47,0.45,73,Average
459,12,21,15,7,58,6,90,3,87,0.49,67,Average
542,39,48,1,4,15,7,114,6,63,0.4,62,Average
143,33,24,1,18,55,1,134,5,69,0.25,35,Poor
703,41,5,3,18,11,2,141,2,66,0.42,38,Poor
1195,30,40,7,2,98,7,75,7,58,0.44,49,Poor
696,5,12,19,10,58,7,10,6,74,0.15,64,Average
818,2,1,8,10,54,3,71,3,75,0.34,71,Average
1110,30,42,7,18,45,3,53,2,27,0.15,36,Poor
73,35,39,2,4,69,6,22,5,41,0.46,61,Average
447,13,20,6,13,34,4,60,5,4,0.07,68,Average
272,25,2,15,6,48,1,119,7,52,0.1,52,Average
275,6,12,17,18,92,2,46,3,16,0.47,69,Average
753,48,21,14,6,26,2,134,5,62,0.13,31,Poor
955,2,1,13,13,51,2,95,5,40,0.42,79,Good
635,15,45,3,20,82,7,125,0,36,0.36,49,Poor
112,10,55,8,5,72,1,37,8,20,0.07,67,Average
99,4,39,7,9,47,7,45,6,23,0.09,75,Good
330,48,52,6,11,14,3,12,7,27,0.15,45,Poor
784,17,40,11,0,100,1,89,0,61,0.02,45,Poor
854,3,35,13,19,92,3,45,1,2,0.17,55,Average
208,27,5,4,15,59,7,142,7,18,0.43,61,Average
21,20,31,16,8,16,6,173,8,47,0.48,83,Good
217,31,32,19,6,16,4,136,2,19,0.11,57,Average
214,46,26,10,19,13,4,62,4,24,0.37,41,Poor
693,46,30,19,16,66,5,199,2,42,0.21,27,Poor
317,38,48,2,12,80,1,55,2,2,0.07,28,Poor
507,11,26,11,0,73,8,128,5,25,0.31,83,Good
850,29,14,15,19,33,8,35,4,84,0.38,41,Poor
710,12,17,11,15,98,8,174,1,86,0.43,49,Poor
558,5,51,12,13,82,1,144,2,13,0.11,63,Average
247,8,36,10,4,44,5,120,6,71,0.49,78,Good
1053,12,26,17,6,18,4,9,3,94,0.37,76,Good
330,37,56,17,16,6,6,143,3,89,0.47,50,Average
361,24,11,4,5,81,4,197,2,70,0.47,60,Average
888,13,18,2,12,37,7,138,6,61,0.23,58,Average
634,1,5,9,17,85,5,58,9,77,0.48,56,Average
860,9,10,16,5,97,4,105,2,83,0.21,57,Average
416,16,54,12,2,28,5,40,6,16,0.36,91,Good
330,14,29,5,8,97,6,7,10,16,0.26,63,Average
230,50,41,20,15,29,8,81,1,70,0.37,32,Poor
334,5,57,11,8,5,7,70,1,81,0.23,81,Good
364,46,45,16,9,28,2,27,9,77,0.43,40,Poor
1032,45,28,14,1,81,2,76,4,33,0.32,44,Poor
879,43,54,9,11,10,1,30,7,32,0.29,48,Poor
908,43,18,4,15,71,7,160,8,86,0.19,19,Poor
240,38,54,4,18,12,2,200,3,47,0.29,47,Poor
883,26,46,2,11,82,8,122,9,67,0.02,31,Poor
904,43,59,1,6,72,3,11,10,43,0.05,30,Poor
78,47,30,9,11,87,6,95,3,36,0.22,19,Poor
684,30,45,9,5,26,6,194,6,97,0.17,44,Poor
1043,6,22,12,19,68,4,86,4,13,0.46,66,Average
851,21,40,16,20,23,7,56,4,91,0.24,42,Poor
916,24,49,6,5,41,1,33,3,75,0.16,56,Average
1167,19,49,18,17,22,7,163,1,26,0.05,57,Average
848,17,10,11,17,45,7,39,6,14,0.42,66,Average
1187,6,21,8,14,5,4,145,2,86,0.5,74,Average
1032,15,54,8,7,28,8,170,3,19,0.01,65,Average
62,40,31,15,13,71,4,110,2,67,0.29,33,Poor
1198,25,48,9,11,33,7,99,5,31,0.16,56,Average
177,45,9,11,7,68,3,29,8,91,0.24,25,Poor
234,39,15,12,20,70,4,124,4,74,0.42,27,Poor
916,32,38,14,2,21,1,148,7,72,0.33,62,Average
996,46,10,3,11,8,5,150,4,94,0.01,29,Poor
1025,28,46,5,12,27,8,84,8,90,0.34,49,Poor
496,37,52,17,13,18,6,6,9,7,0.36,59,Average
265,50,5,20,2,67,7,191,2,94,0.1,25,Poor
387,12,2,16,3,42,2,29,6,74,0.35,79,Good
813,27,25,16,4,43,3,29,4,46,0.09,55,Average
536,32,6,6,8,51,4,63,5,83,0.32,45,Poor
945,49,7,17,8,2,1,147,0,88,0.19,32,Poor
23,34,1,1,10,49,5,12,9,73,0.19,34,Poor
373,13,41,20,15,23,4,93,1,88,0.46,69,Average
786,37,12,15,5,64,3,118,0,80,0.02,32,Poor
266,20,60,10,3,44,3,156,8,22,0.45,83,Good
415,39,10,20,10,58,7,119,1,86,0.28,32,Poor
524,24,10,8,15,24,7,15,5,8,0.46,73,Average
222,34,6,11,16,72,7,198,8,83,0.1,19,Poor
297,29,49,7,9,80,7,108,6,49,0.04,29,Poor
1026,7,21,18,15,78,7,83,7,99,0.14,47,Poor
132,34,54,2,6,11,5,155,9,70,0.09,49,Poor
118,35,2,2,9,49,4,95,8,7,0.41,65,Average
908,48,33,17,5,65,6,179,0,28,0.05,27,Poor
473,46,21,3,6,63,4,151,10,79,0.01,21,Poor
441,45,8,10,0,30,6,50,6,30,0.19,54,Average
111,10,10,20,7,79,5,113,10,74,0.36,67,Average
654,14,57,9,13,88,1,111,6,49,0.14,43,Poor
1019,17,39,1,20,88,7,15,7,17,0.33,46,Poor
164,41,8,4,5,62,2,51,8,42,0.08,35,Poor
835,19,35,10,9,72,5,32,1,51,0.41,58,Average
197,36,55,16,6,16,1,125,7,14,0.06,51,Average
814,12,6,3,7,55,6,117,2,57,0.3,62,Average
1051,50,13,7,10,5,1,44,5,33,0.46,53,Average
966,13,58,2,12,48,3,79,8,9,0.11,69,Average
418,22,43,15,0,56,2,67,9,68,0.14,55,Average
313,36,21,2,3,87,2,109,8,69,0.01,25,Poor
678,24,3,5,3,87,4,6,6,1,0.28,65,Average
1181,8,55,8,20,4,2,10,10,61,0.47,79,Good
810,19,44,20,12,57,4,179,7,79,0.13,48,Poor
951,31,59,5,14,68,6,62,2,37,0.32,40,Poor
815,17,57,6,11,94,1,115,4,19,0.02,46,Poor
1128,15,26,5,20,45,4,108,6,54,0.23,51,Average
929,25,30,12,10,41,7,39,8,27,0.12,52,Average
1184,13,56,20,11,59,7,100,10,40,0.11,53,Average
983,7,35,15,9,99,7,18,3,28,0.17,56,Average
807,34,28,6,14,3,4,103,9,86,0.09,43,Poor
1173,50,10,13,18,100,4,43,6,41,0.23,6,Poor
1016,21,40,20,16,94,1,178,1,9,0.04,33,Poor
128,22,55,3,10,45,4,195,2,28,0.15,53,Average
763,40,59,11,18,57,8,91,2,38,0.15,29,Poor
347,10,11,14,3,68,7,45,8,71,0.31,67,Average
530,8,43,5,14,12,1,39,6,61,0.19,65,Average
60,38,45,12,14,74,3,119,0,63,0.47,40,Poor
724,22,6,12,2,22,3,164,4,87,0.2,59,Average
247,43,13,11,9,91,2,95,9,64,0.01,19,Poor
875,11,24,9,6,65,5,138,0,63,0.16,57,Average
126,42,16,10,8,57,7,91,0,35,0.37,51,Average
958,43,6,11,17,4,3,164,0,95,0.29,31,Poor
